precip,snow,snowdepth,tmax,tmin,year,month,day
0,0,0,82,45,1895,6,2
0,0,0,89,48,1895,6,3
0,0,0,91,54,1895,6,4
0,0,0,104,73,1895,6,5
0,0,0,102,76,1895,6,6
0,0,0,99,66,1895,6,7
0.01,0,0,95,73,1895,6,8
0,0,0,95,60,1895,6,9
0,0,0,97,53,1895,6,10
0,0,0,102,56,1895,6,11
0,0,0,100,63,1895,6,12
0,0,0,100,69,1895,6,13
0,0,0,98,60,1895,6,14
0,0,0,99,64,1895,6,15
0,0,0,100,61,1895,6,16
0,0,0,98,57,1895,6,17
0,0,0,98,66,1895,6,18
0,0,0,97,56,1895,6,19
0,0,0,100,56,1895,6,20
0,0,0,104,58,1895,6,21
0,0,0,104,66,1895,6,22
0,0,0,105,66,1895,6,23
0,0,0,104,68,1895,6,24
0,0,0,106,64,1895,6,25
0,0,0,108,72,1895,6,26
0.01,0,0,102,79,1895,6,27
0,0,0,100,75,1895,6,28
0,0,0,102,70,1895,6,29
0,0,0,103,70,1895,6,30
0,0,0,102,66,1895,7,1
0,0,0,102,71,1895,7,2
0,0,0,101,76,1895,7,3
0,0,0,102,74,1895,7,4
0,0,0,102,73,1895,7,5
0,0,0,103,68,1895,7,6
0,0,0,105,72,1895,7,7
0,0,0,106,73,1895,7,8
0.02,0,0,98,74,1895,7,9
0,0,0,98,71,1895,7,10
0,0,0,99,71,1895,7,11
0,0,0,99,70,1895,7,12
0,0,0,101,74,1895,7,13
0,0,0,102,72,1895,7,14
0,0,0,105,69,1895,7,15
0,0,0,106,72,1895,7,16
0,0,0,104,74,1895,7,17
0,0,0,104,74,1895,7,18
0,0,0,104,71,1895,7,19
0,0,0,99,74,1895,7,20
0.02,0,0,94,71,1895,7,21
0,0,0,97,63,1895,7,22
0,0,0,100,70,1895,7,23
0,0,0,101,75,1895,7,24
0.03,0,0,99,74,1895,7,25
0.04,0,0,89,72,1895,7,26
0,0,0,93,75,1895,7,27
0,0,0,100,73,1895,7,28
0,0,0,,,1895,7,29
0,0,0,102,73,1895,7,30
0,0,0,94,75,1895,7,31
0.3,0,0,92,67,1895,8,1
0,0,0,98,68,1895,8,2
0,0,0,104,72,1895,8,3
0,0,0,104,77,1895,8,4
0,0,0,106,76,1895,8,5
0.88,0,0,100,65,1895,8,6
0.12,0,0,98,70,1895,8,7
1.4,0,0,94,61,1895,8,8
0.08,0,0,93,72,1895,8,9
0.02,0,0,94,69,1895,8,10
0.01,0,0,94,69,1895,8,11
0,0,0,97,72,1895,8,12
0,0,0,95,73,1895,8,13
0,0,0,98,73,1895,8,14
0.1,0,0,98,70,1895,8,15
0,0,0,102,73,1895,8,16
0,0,0,103,76,1895,8,17
0,0,0,102,71,1895,8,18
0.04,0,0,101,74,1895,8,19
0,0,0,99,72,1895,8,20
0.11,0,0,94,62,1895,8,21
1,0,0,84,62,1895,8,22
0,0,0,92,68,1895,8,23
0,0,0,94,69,1895,8,24
0.04,0,0,91,71,1895,8,25
0.12,0,0,87,68,1895,8,26
0.26,0,0,91,68,1895,8,27
0,0,0,93,66,1895,8,28
0,0,0,95,64,1895,8,29
0,0,0,97,63,1895,8,30
0,0,0,100,62,1895,8,31
0,0,0,97,74,1895,9,1
0,0,0,100,69,1895,9,2
0,0,0,99,63,1895,9,3
0,0,0,98,70,1895,9,4
0,0,0,98,67,1895,9,5
0,0,0,100,58,1895,9,6
0,0,0,102,60,1895,9,7
0,0,0,100,67,1895,9,8
0,0,0,98,74,1895,9,9
0,0,0,100,68,1895,9,10
0,0,0,102,66,1895,9,11
0,0,0,104,70,1895,9,12
0,0,0,107,68,1895,9,13
0,0,0,103,69,1895,9,14
0,0,0,104,68,1895,9,15
0,0,0,104,67,1895,9,16
0.02,0,0,99,71,1895,9,17
0.03,0,0,96,69,1895,9,18
0.09,0,0,94,69,1895,9,19
0.02,0,0,89,65,1895,9,20
0,0,0,91,69,1895,9,21
0,0,0,88,50,1895,9,22
0.03,0,0,82,59,1895,9,23
0.15,0,0,83,57,1895,9,24
0,0,0,92,59,1895,9,25
0,0,0,96,59,1895,9,26
0,0,0,96,61,1895,9,27
0,0,0,94,68,1895,9,28
0.41,0,0,90,63,1895,9,29
0,0,0,86,59,1895,9,30
0,0,0,80,58,1895,10,1
0,0,0,80,66,1895,10,2
0.01,0,0,88,60,1895,10,3
0.25,0,0,77,54,1895,10,4
0,0,0,84,54,1895,10,5
0,0,0,84,50,1895,10,6
0,0,0,84,49,1895,10,7
0,0,0,89,52,1895,10,8
0,0,0,90,57,1895,10,9
0,0,0,91,54,1895,10,10
0,0,0,93,50,1895,10,11
0,0,0,88,64,1895,10,12
0,0,0,90,58,1895,10,13
0,0,0,91,54,1895,10,14
0,0,0,91,57,1895,10,15
0,0,0,91,54,1895,10,16
0,0,0,90,51,1895,10,17
0,0,0,90,68,1895,10,18
0,0,0,89,54,1895,10,19
0,0,0,83,54,1895,10,20
0,0,0,89,50,1895,10,21
0,0,0,79,48,1895,10,22
0,0,0,81,44,1895,10,23
0,0,0,81,43,1895,10,24
0,0,0,85,45,1895,10,25
0,0,0,86,46,1895,10,26
0.26,0,0,83,52,1895,10,27
0.12,0,0,86,51,1895,10,28
0.04,0,0,76,48,1895,10,29
0,0,0,78,44,1895,10,30
0,0,0,74,38,1895,10,31
0,0,0,76,47,1895,11,1
0,0,0,73,49,1895,11,2
0.73,0,0,72,47,1895,11,3
0,0,0,65,46,1895,11,4
0.29,0,0,69,44,1895,11,5
0,0,0,72,39,1895,11,6
0,0,0,72,38,1895,11,7
0,0,0,72,38,1895,11,8
0,0,0,69,40,1895,11,9
0,0,0,70,44,1895,11,10
0,0,0,74,49,1895,11,11
0.43,0,0,68,43,1895,11,12
0.02,0,0,63,35,1895,11,13
0,0,0,65,32,1895,11,14
0,0,0,66,31,1895,11,15
0,0,0,72,41,1895,11,16
0,0,0,78,49,1895,11,17
0,0,0,81,40,1895,11,18
0,0,0,80,41,1895,11,19
0,0,0,82,40,1895,11,20
0,0,0,83,46,1895,11,21
0,0,0,73,46,1895,11,22
1.83,0,0,64,42,1895,11,23
0.91,0,0,53,32,1895,11,24
0.09,0,0,58,27,1895,11,25
0,0,0,62,28,1895,11,26
0,0,0,67,35,1895,11,27
0,0,0,70,33,1895,11,28
0,0,0,75,36,1895,11,29
0,0,0,67,35,1895,11,30
0,0,0,66,32,1895,12,1
0,0,0,67,30,1895,12,2
0,0,0,69,32,1895,12,3
0,0,0,85,37,1895,12,4
0,0,0,73,40,1895,12,5
0,0,0,74,34,1895,12,6
0,0,0,72,29,1895,12,7
0,0,0,72,36,1895,12,8
0,0,0,71,39,1895,12,9
0,0,0,77,36,1895,12,10
0,0,0,74,30,1895,12,11
0,0,0,77,33,1895,12,12
0,0,0,77,42,1895,12,13
0,0,0,75,37,1895,12,14
0,0,0,73,36,1895,12,15
0,0,0,67,40,1895,12,16
0.07,0,0,56,38,1895,12,17
0,0,0,55,29,1895,12,18
0,0,0,56,19,1895,12,19
0,0,0,67,26,1895,12,20
0,0,0,63,31,1895,12,21
0.01,0,0,64,44,1895,12,22
0,0,0,60,33,1895,12,23
0,0,0,57,24,1895,12,24
0,0,0,67,22,1895,12,25
0,0,0,56,16,1895,12,26
0,0,0,57,20,1895,12,27
0,0,0,66,23,1895,12,28
0,0,0,51,26,1895,12,29
0,0,0,56,14,1895,12,30
0,0,0,69,16,1895,12,31
0,0,0,67,32,1896,1,1
0,0,0,72,23,1896,1,2
0,0,0,87,24,1896,1,3
0,0,0,,,1896,1,4
0,0,0,,,1896,1,5
0,0,0,,,1896,1,6
0,0,0,,,1896,1,7
0,0,0,,,1896,1,8
0,0,0,,,1896,1,9
0,0,0,,,1896,1,10
0,0,0,,,1896,1,11
0,0,0,,,1896,1,12
0,0,0,,,1896,1,13
0,0,0,,,1896,1,14
0,0,0,,,1896,1,15
0,0,0,,,1896,1,16
0,0,0,,,1896,1,17
0,0,0,,,1896,1,18
0,0,0,,,1896,1,19
0,0,0,,,1896,1,20
0,0,0,,,1896,1,21
0,0,0,,,1896,1,22
0,0,0,,,1896,1,23
0,0,0,,,1896,1,24
0,0,0,,,1896,1,25
0,0,0,,,1896,1,26
0,0,0,,,1896,1,27
0.04,0,0,,,1896,1,28
0.49,0,0,,,1896,1,29
0,0,0,,,1896,1,30
0,0,0,,,1896,1,31
0,0,0,64,,1896,2,1
0,0,0,64,,1896,2,2
0,0,0,65,,1896,2,3
0.07,0,0,57,,1896,2,4
0,0,0,59,,1896,2,5
0,0,0,57,,1896,2,6
0,0,0,58,27,1896,2,7
0,0,0,52,26,1896,2,8
0,0,0,67,27,1896,2,9
0,0,0,73,31,1896,2,10
0.01,0,0,65,43,1896,2,11
0,0,0,62,38,1896,2,12
0,0,0,67,32,1896,2,13
0,0,0,74,38,1896,2,14
0,0,0,68,43,1896,2,15
0,0,0,,41,1896,2,16
0,0,0,,43,1896,2,17
0,0,0,,47,1896,2,18
0,0,0,,51,1896,2,19
0,0,0,,51,1896,2,20
0,0,0,,51,1896,2,21
0,0,0,,43,1896,2,22
0,0,0,,42,1896,2,23
0,0,0,,51,1896,2,24
0,0,0,,42,1896,2,25
0,0,0,,37,1896,2,26
0,0,0,,40,1896,2,27
0,0,0,83,42,1896,2,28
0,0,0,78,56,1896,2,29
0,0,0,73,56,1896,3,1
0,0,0,77,43,1896,3,2
0,0,0,69,33,1896,3,3
0.26,0,0,64,36,1896,3,4
0.01,0,0,52,31,1896,3,5
0,0,0,59,27,1896,3,6
0,0,0,69,27,1896,3,7
0,0,0,79,44,1896,3,8
0,0,0,75,41,1896,3,9
0,0,0,71,43,1896,3,10
0,0,0,75,36,1896,3,11
0,0,0,79,38,1896,3,12
0,0,0,83,40,1896,3,13
0,0,0,79,50,1896,3,14
0,0,0,83,45,1896,3,15
0,0,0,80,43,1896,3,16
0,0,0,83,45,1896,3,17
0,0,0,80,42,1896,3,18
0,0,0,86,39,1896,3,19
0,0,0,88,45,1896,3,20
0,0,0,87,46,1896,3,21
0,0,0,86,56,1896,3,22
0,0,0,92,48,1896,3,23
0,0,0,93,54,1896,3,24
0,0,0,94,55,1896,3,25
0,0,0,93,58,1896,3,26
0,0,0,79,60,1896,3,27
0,0,0,78,53,1896,3,28
0,0,0,72,50,1896,3,29
0,0,0,76,41,1896,3,30
0,0,0,74,58,1896,3,31
0,0,0,75,37,1896,4,1
0,0,0,76,47,1896,4,2
0,0,0,78,54,1896,4,3
0,0,0,83,44,1896,4,4
0,0,0,86,56,1896,4,5
0,0,0,91,47,1896,4,6
0,0,0,91,46,1896,4,7
0,0,0,90,45,1896,4,8
0,0,0,93,47,1896,4,9
0,0,0,90,59,1896,4,10
0.12,0,0,61,40,1896,4,11
0,0,0,71,41,1896,4,12
0,0,0,79,42,1896,4,13
0,0,0,85,50,1896,4,14
0,0,0,84,50,1896,4,15
0,0,0,79,53,1896,4,16
0,0,0,74,43,1896,4,17
0,0,0,70,31,1896,4,18
0,0,0,81,33,1896,4,19
0,0,0,84,40,1896,4,20
0,0,0,88,42,1896,4,21
0,0,0,85,50,1896,4,22
0,0,0,82,42,1896,4,23
0,0,0,83,40,1896,4,24
0,0,0,91,41,1896,4,25
0,0,0,87,49,1896,4,26
0,0,0,81,55,1896,4,27
0,0,0,79,41,1896,4,28
0,0,0,89,44,1896,4,29
0,0,0,90,46,1896,4,30
0,0,0,87,45,1896,5,1
0,0,0,90,46,1896,5,2
0,0,0,91,52,1896,5,3
0,0,0,92,48,1896,5,4
0,0,0,88,52,1896,5,5
0,0,0,84,54,1896,5,6
0,0,0,88,46,1896,5,7
0,0,0,82,46,1896,5,8
0,0,0,82,40,1896,5,9
0,0,0,86,43,1896,5,10
0,0,0,86,47,1896,5,11
0,0,0,86,58,1896,5,12
0,0,0,86,48,1896,5,13
0,0,0,88,46,1896,5,14
0,0,0,93,58,1896,5,15
0,0,0,91,49,1896,5,16
0,0,0,96,52,1896,5,17
0,0,0,92,56,1896,5,18
0,0,0,91,54,1896,5,19
0,0,0,92,52,1896,5,20
0,0,0,94,63,1896,5,21
0,0,0,93,55,1896,5,22
0,0,0,94,54,1896,5,23
0,0,0,100,66,1896,5,24
0,0,0,105,70,1896,5,25
0,0,0,106,68,1896,5,26
0,0,0,103,68,1896,5,27
0,0,0,106,70,1896,5,28
0,0,0,98,77,1896,5,29
0,0,0,92,66,1896,5,30
0,0,0,92,56,1896,5,31
0,0,0,96,65,1896,6,1
0,0,0,97,63,1896,6,2
0,0,0,95,59,1896,6,3
0,0,0,94,,1896,6,4
0,0,0,96,59,1896,6,5
0,0,0,95,62,1896,6,6
0,0,0,98,64,1896,6,7
0,0,0,101,65,1896,6,8
0,0,0,104,66,1896,6,9
0,0,0,110,71,1896,6,10
0,0,0,107,69,1896,6,11
0,0,0,105,76,1896,6,12
0,0,0,108,77,1896,6,13
0,0,0,108,75,1896,6,14
0,0,0,110,77,1896,6,15
0,0,0,,76,1896,6,16
0.02,0,0,,76,1896,6,17
0,0,0,,79,1896,6,18
0,0,0,,75,1896,6,19
0,0,0,,76,1896,6,20
0,0,0,102,75,1896,6,21
0,0,0,103,70,1896,6,22
0,0,0,102,64,1896,6,23
0,0,0,100,66,1896,6,24
0,0,0,96,77,1896,6,25
0.17,0,0,96,66,1896,6,26
0,0,0,99,69,1896,6,27
0,0,0,102,72,1896,6,28
0,0,0,102,74,1896,6,29
0,0,0,101,78,1896,6,30
0,0,0,101,77,1896,7,1
0,0,0,96,74,1896,7,2
0,0,0,100,77,1896,7,3
0.24,0,0,92,75,1896,7,4
0,0,0,97,70,1896,7,5
0,0,0,100,78,1896,7,6
0,0,0,100,79,1896,7,7
0,0,0,102,74,1896,7,8
0,0,0,103,78,1896,7,9
0.07,0,0,100,81,1896,7,10
0.02,0,0,104,77,1896,7,11
0.02,0,0,104,74,1896,7,12
0.38,0,0,102,75,1896,7,13
0.09,0,0,95,76,1896,7,14
0.47,0,0,87,70,1896,7,15
0,0,0,95,73,1896,7,16
0.06,0,0,95,74,1896,7,17
0,0,0,90,71,1896,7,18
0.14,0,0,94,79,1896,7,19
0.59,0,0,88,72,1896,7,20
0.13,0,0,89,73,1896,7,21
0.65,0,0,90,73,1896,7,22
0.06,0,0,94,71,1896,7,23
0,0,0,90,70,1896,7,24
0.25,0,0,93,70,1896,7,25
0,0,0,90,67,1896,7,26
0,0,0,96,71,1896,7,27
0,0,0,97,74,1896,7,28
0.24,0,0,97,74,1896,7,29
0,0,0,99,74,1896,7,30
0.04,0,0,97,73,1896,7,31
0.08,0,0,95,71,1896,8,1
0,0,0,91,71,1896,8,2
0.03,0,0,87,74,1896,8,3
0.41,0,0,91,70,1896,8,4
0,0,0,93,69,1896,8,5
0,0,0,94,73,1896,8,6
0,0,0,94,75,1896,8,7
0,0,0,100,74,1896,8,8
0,0,0,100,71,1896,8,9
0,0,0,102,72,1896,8,10
0,0,0,99,72,1896,8,11
0,0,0,101,75,1896,8,12
0,0,0,102,79,1896,8,13
0,0,0,104,79,1896,8,14
0.1,0,0,100,79,1896,8,15
0.04,0,0,94,72,1896,8,16
0,0,0,95,71,1896,8,17
0.05,0,0,100,74,1896,8,18
0.12,0,0,89,70,1896,8,19
0,0,0,91,69,1896,8,20
0,0,0,96,72,1896,8,21
0,0,0,97,73,1896,8,22
0.06,0,0,93,71,1896,8,23
0,0,0,100,73,1896,8,24
0.09,0,0,98,70,1896,8,25
0.27,0,0,83,71,1896,8,26
0,0,0,88,69,1896,8,27
0,0,0,93,72,1896,8,28
0,0,0,95,71,1896,8,29
0,0,0,99,69,1896,8,30
0,0,0,102,72,1896,8,31
0,0,0,102,74,1896,9,1
0,0,0,99,74,1896,9,2
0.39,0,0,99,75,1896,9,3
0,0,0,97,70,1896,9,4
0,0,0,99,71,1896,9,5
0,0,0,98,73,1896,9,6
0.13,0,0,92,76,1896,9,7
0.26,0,0,91,70,1896,9,8
0.06,0,0,83,69,1896,9,9
0,0,0,95,68,1896,9,10
0,0,0,89,67,1896,9,11
0,0,0,91,66,1896,9,12
0,0,0,93,67,1896,9,13
0,0,0,92,68,1896,9,14
0,0,0,96,76,1896,9,15
0,0,0,99,72,1896,9,16
0,0,0,98,74,1896,9,17
0,0,0,92,74,1896,9,18
0,0,0,93,70,1896,9,19
0.03,0,0,98,70,1896,9,20
0,0,0,93,66,1896,9,21
0.26,0,0,89,67,1896,9,22
0,0,0,90,76,1896,9,23
0,0,0,86,52,1896,9,24
0,0,0,91,52,1896,9,25
0,0,0,92,55,1896,9,26
0,0,0,93,55,1896,9,27
0,0,0,90,60,1896,9,28
0,0,0,90,65,1896,9,29
0,0,0,86,71,1896,9,30
0.97,0,0,89,64,1896,10,1
0.07,0,0,82,63,1896,10,2
0,0,0,84,64,1896,10,3
0,0,0,90,59,1896,10,4
0,0,0,91,63,1896,10,5
0,0,0,91,64,1896,10,6
0,0,0,86,65,1896,10,7
0,0,0,90,61,1896,10,8
0,0,0,90,64,1896,10,9
0,0,0,80,61,1896,10,10
0.19,0,0,89,62,1896,10,11
0.75,0,0,75,62,1896,10,12
0,0,0,76,56,1896,10,13
0,0,0,78,52,1896,10,14
0,0,0,79,55,1896,10,15
0,0,0,79,56,1896,10,16
0,0,0,85,60,1896,10,17
0,0,0,86,58,1896,10,18
0,0,0,85,60,1896,10,19
0,0,0,79,58,1896,10,20
0.07,0,0,80,54,1896,10,21
0.02,0,0,80,57,1896,10,22
0.66,0,0,80,54,1896,10,23
0,0,0,76,49,1896,10,24
0,0,0,77,48,1896,10,25
0,0,0,77,46,1896,10,26
0,0,0,78,54,1896,10,27
0.58,0,0,70,46,1896,10,28
0,0,0,69,43,1896,10,29
0,0,0,72,42,1896,10,30
0,0,0,78,44,1896,10,31
0,0,0,78,43,1896,11,1
0,0,0,76,43,1896,11,2
0,0,0,75,43,1896,11,3
0,0,0,70,43,1896,11,4
0,0,0,76,41,1896,11,5
0,0,0,76,42,1896,11,6
0,0,0,72,45,1896,11,7
0,0,0,72,39,1896,11,8
0,0,0,72,43,1896,11,9
0,0,0,81,49,1896,11,10
0,0,0,79,54,1896,11,11
0,0,0,80,44,1896,11,12
0,0,0,81,49,1896,11,13
0,0,0,82,47,1896,11,14
0,0,0,83,45,1896,11,15
0,0,0,83,47,1896,11,16
0,0,0,82,46,1896,11,17
0,0,0,78,45,1896,11,18
0,0,0,78,45,1896,11,19
0,0,0,76,43,1896,11,20
0,0,0,82,41,1896,11,21
0,0,0,79,44,1896,11,22
0,0,0,79,46,1896,11,23
0,0,0,67,50,1896,11,24
0.3,0,0,61,45,1896,11,25
0,0,0,60,33,1896,11,26
0,0,0,53,32,1896,11,27
0,0,0,52,30,1896,11,28
0,0,0,59,32,1896,11,29
0,0,0,56,39,1896,11,30
0,0,0,66,41,1896,12,1
0,0,0,61,30,1896,12,2
0,0,0,71,31,1896,12,3
0,0,0,75,35,1896,12,4
0,0,0,76,33,1896,12,5
0,0,0,71,34,1896,12,6
0,0,0,64,36,1896,12,7
0,0,0,66,27,1896,12,8
0,0,0,71,38,1896,12,9
0,0,0,73,46,1896,12,10
0,0,0,71,45,1896,12,11
0,0,0,72,43,1896,12,12
0,0,0,71,38,1896,12,13
0,0,0,75,36,1896,12,14
0,0,0,66,44,1896,12,15
0.29,0,0,60,44,1896,12,16
0,0,0,62,37,1896,12,17
0,0,0,,35,1896,12,18
0,0,0,66,32,1896,12,19
0,0,0,72,32,1896,12,20
0,0,0,75,42,1896,12,21
0,0,0,75,40,1896,12,22
0,0,0,70,44,1896,12,23
0,0,0,76,44,1896,12,24
0,0,0,73,,1896,12,25
0,0,0,69,55,1896,12,26
0,0,0,71,36,1896,12,27
0,0,0,74,36,1896,12,28
0.47,0,0,65,41,1896,12,29
0,0,0,57,36,1896,12,30
0,0,0,62,34,1896,12,31
0.04,0,0,54,36,1897,1,1
0,0,0,52,30,1897,1,2
0,0,0,54,26,1897,1,3
0,0,0,56,26,1897,1,4
0,0,0,62,32,1897,1,5
0,0,0,68,26,1897,1,6
0,0,0,66,37,1897,1,7
0,0,0,70,35,1897,1,8
0.12,0,0,65,44,1897,1,9
0.15,0,0,61,45,1897,1,10
0,0,0,62,42,1897,1,11
0.1,0,0,57,41,1897,1,12
0,0,0,58,46,1897,1,13
0,0,0,64,42,1897,1,14
0.42,0,0,62,46,1897,1,15
0.16,0,0,57,39,1897,1,16
0.04,0,0,56,42,1897,1,17
0,0,0,50,42,1897,1,18
0,0,0,56,34,1897,1,19
0,0,0,58,36,1897,1,20
0,0,0,66,30,1897,1,21
0,0,0,61,34,1897,1,22
0,0,0,71,41,1897,1,23
0,0,0,70,44,1897,1,24
0,0,0,66,40,1897,1,25
0,0,0,66,39,1897,1,26
0,0,0,64,35,1897,1,27
0.25,0,0,57,46,1897,1,28
0.51,0,0,63,41,1897,1,29
0,0,0,58,41,1897,1,30
0,0,0,63,41,1897,1,31
0,0,0,63,41,1897,2,1
0,0,0,62,41,1897,2,2
0,0,0,61,41,1897,2,3
0,0,0,62,36,1897,2,4
0,0,0,65,40,1897,2,5
0,0,0,64,35,1897,2,6
0,0,0,64,38,1897,2,7
0,0,0,58,34,1897,2,8
0,0,0,59,34,1897,2,9
0,0,0,59,31,1897,2,10
0,0,0,61,31,1897,2,11
0,0,0,65,32,1897,2,12
0,0,0,65,31,1897,2,13
0,0,0,55,34,1897,2,14
0,0,0,64,25,1897,2,15
0,0,0,70,30,1897,2,16
0,0,0,73,36,1897,2,17
0,0,0,74,40,1897,2,18
0.08,0,0,70,54,1897,2,19
0,0,0,64,36,1897,2,20
0,0,0,63,32,1897,2,21
0,0,0,63,35,1897,2,22
0,0,0,58,34,1897,2,23
0,0,0,63,30,1897,2,24
0,0,0,72,30,1897,2,25
0,0,0,75,35,1897,2,26
0,0,0,78,42,1897,2,27
0,0,0,80,50,1897,2,28
0,0,0,77,54,1897,3,1
0,0,0,77,39,1897,3,2
0,0,0,76,48,1897,3,3
0,0,0,62,40,1897,3,4
0,0,0,66,30,1897,3,5
0,0,0,76,32,1897,3,6
0,0,0,76,36,1897,3,7
0,0,0,74,36,1897,3,8
0,0,0,76,35,1897,3,9
0,0,0,73,33,1897,3,10
0,0,0,77,36,1897,3,11
0,0,0,73,32,1897,3,12
0,0,0,72,36,1897,3,13
0,0,0,70,34,1897,3,14
0,0,0,72,33,1897,3,15
0.03,0,0,66,33,1897,3,16
0,0,0,76,34,1897,3,17
0.08,0,0,62,40,1897,3,18
0,0,0,67,22,1897,3,19
0,0,0,69,45,1897,3,20
0,0,0,61,45,1897,3,21
0,0,0,56,28,1897,3,22
0,0,0,65,31,1897,3,23
0,0,0,74,25,1897,3,24
0,0,0,79,38,1897,3,25
0,0,0,80,40,1897,3,26
0,0,0,79,40,1897,3,27
0,0,0,76,39,1897,3,28
0.02,0,0,76,41,1897,3,29
0,0,0,75,36,1897,3,30
0,0,0,76,25,1897,3,31
